ID,FinalHeight,Flower,FlowerDate,Capsule Count,POP,ML,BLK,Row,ConsumedBefore,Consumption_,Consumption,ID,Capitate,Single,Branched,Peltate,Length,FinalHeight,Seed Count,TRT,TAGID,Height1,Leaf1,Leaf2,HerbDamage1,PerDamage1,Height3,Leaf3,HerbDamage2,PerDamage2,Environment
653,18,0,,0,11,121,2,7,0.07,0.07,0.014333333,653,7,31,52,13,24652.746,18,0,2,T1_B2_121,,,8,4,0.5,23,4,4,1,2
400,,,,,11,121,2,5,0.07,0.07,0.036,400,NA,NA,NA,NA,NA,,0,2,T3_B2_121,8,,6,2,0.333333333,10,4,4,1,2
773,,,,,11,121,3,8,0.07,0.07,0.056666667,773,NA,NA,NA,NA,NA,,0,2,T1_B3_121,8,7,6,4,0.666666667,13,0,,1,2
1068,,,,0,11,121,1,11,0.07,0.07,0.001333333,1068,NA,NA,NA,NA,NA,,0,2,T2_B3_121,,,4,4,1,7,0,,1,2
899,35,0,,0,11,125,3,9,0.014333333,0.014333333,0.034625,899,4,10,10,1,4930.294,35,0,2,T1_B3_130,24,8,9,7,0.777777778,37,6,4,0.666666667,2
416,27,0,,2,11,125,2,5,0.014333333,0.019666666,5.320833333,416,18,26,65,8,43955.43,27,80,2,T1_B2_130,18,,7,4,0.571428571,25,4,3,0.75,2
405,33,0,27-Aug,3,11,125,2,5,0.014333333,0.014333333,0.071833333,405,NA,NA,NA,NA,NA,33,120,2,T1_B2_130,13.5,,6,3,0.5,15.3,4,3,0.75,2
422,33,0,28-Aug,2,11,125,2,5,0.014333333,0.014333333,0,422,NA,NA,NA,NA,NA,33,80,2,T1_B2_130,13,,6,3,0.5,21,4,2,0.5,2
652,17,0,,1,11,125,2,7,0.014333333,0.014333333,0.235,652,NA,NA,NA,NA,NA,17,40,2,T1_B2_130,,,8,5,0.625,17,2,1,0.5,2
759,12,0,,0,11,125,3,8,0.014333333,0.014333333,0.001333333,759,NA,NA,NA,NA,NA,12,0,2,T2_B3_130,10,5,6,3,0.5,10,0,,1,2
770,20,0,,,11,125,3,8,0.014333333,0.014333333,0.083333333,770,NA,NA,NA,NA,NA,20,0,2,T1_B3_130,17,6,10,9,0.9,29,5,5,1,2
768,26,0,26-Aug,5,11,128,3,8,0.082333333,0.083333333,5.3275,768,6,8,30,3,6896.244,26,200,2,T1_B3_128,18,8,9,4,0.444444444,25,6,6,1,2
413,35,0,27-Aug,3,11,128,2,5,0.082333333,0.082333333,0.110333333,413,NA,NA,NA,NA,NA,35,120,2,T1_B2_128,19,,5,3,0.6,30.7,3,2,0.666666667,2
996,25,,,1,11,128,3,10,0.082333333,0.082333333,0.0445,996,NA,NA,NA,NA,NA,25,40,2,T2_B3_128,24.1,4,6,6,1,28,4,4,1,2
1040,20,,,1,11,128,1,11,0.082333333,0.082333333,0.001333333,1040,NA,NA,NA,NA,NA,20,40,2,T3_B3_128,,,8,8,1,10.8,4,4,1,2
1043,20,,,1,11,128,1,11,0.082333333,0.084,0.0195,1043,NA,NA,NA,NA,NA,20,40,2,T2_B3_128,22.1,8,9,9,1,20.4,0,,1,2
777,39,0,30-Aug,4,11,129,3,8,0.173666667,0.173666667,0.0348,777,4,8,7,2,5542.648,39,160,2,T1_B3_129,23,6,9,5,0.555555556,33,3,3,1,2
982,,,,3,11,129,3,10,0.173666667,0.173666667,5.320833333,982,NA,NA,NA,NA,NA,,120,2,T2_B3_129,,,7,5,0.714285714,21,4,4,1,2
1059,,,,0,11,129,1,11,0.173666667,0.173666667,0.071833333,1059,NA,NA,NA,NA,NA,,0,2,T2_B3_129,8.3,4,5,5,1,6,0,,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
